portal1: .word 30, 57
.byte 199,199,199,199,199,199,199,199,242,242,242,242,242,242,242,254,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,243,241,241,241,241,241,241,241,242,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,242,241,241,241,241,241,253,254,241,242,234,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,254,254,254,254,234,241,242,199,241,241,233,234,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,254,254,226,225,225,225,242,241,241,241,225,226,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,226,226,225,225,225,225,225,241,249,249,225,225,234,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,254,235,245,245,225,225,225,225,225,217,241,249,233,225,225,226,234,199,199,199,199,199,199,199,
199,199,199,199,199,199,234,245,226,226,225,225,225,225,209,209,217,249,249,241,225,225,225,254,199,199,199,199,199,199,
199,199,199,199,199,199,225,246,225,225,225,217,209,209,209,209,209,233,249,249,225,225,225,226,199,199,199,199,199,199,
199,199,199,199,199,199,225,226,225,225,209,209,209,209,209,209,209,217,241,249,233,225,225,225,199,199,199,199,199,199,
199,199,199,199,199,235,225,225,225,217,209,209,209,209,209,209,209,209,217,249,241,217,225,225,234,199,199,199,199,199,
199,199,199,199,254,226,225,225,209,209,209,209,209,209,209,209,145,209,217,249,241,217,225,225,225,254,199,199,199,199,
199,243,254,199,254,226,225,217,209,209,209,209,209,145,145,145,145,145,145,241,249,233,225,225,225,254,199,199,199,199,
199,254,199,199,235,225,225,209,233,233,209,209,145,145,145,145,145,145,145,145,249,241,217,225,225,226,199,199,199,199,
199,199,199,199,226,225,233,233,249,249,209,145,145,145,145,145,145,145,145,145,249,217,209,225,225,225,199,242,199,199,
199,199,199,235,225,225,241,249,249,225,209,145,145,145,145,145,145,145,145,145,249,217,209,209,225,225,254,241,199,199,
199,199,254,226,225,233,249,249,217,209,145,145,145,145,145,145,145,145,145,145,241,145,209,209,217,225,254,241,242,199,
199,199,235,225,225,233,249,225,209,209,137,137,145,145,145,145,137,137,73,73,145,145,209,209,209,225,199,254,241,254,
199,199,226,225,233,249,249,217,209,145,137,145,137,137,137,137,137,137,137,73,145,145,209,209,225,225,199,199,241,254,
199,199,226,225,241,249,241,217,209,137,145,145,137,137,73,73,137,137,137,73,137,145,209,209,225,225,234,242,241,254,
199,199,226,225,241,249,217,209,137,137,145,145,137,137,73,73,73,73,145,137,137,145,209,209,217,225,225,241,241,254,
199,235,225,225,241,241,209,145,145,145,145,145,73,73,73,73,73,73,145,145,137,145,209,209,209,225,225,241,241,220,
199,254,226,233,241,225,209,209,145,145,137,137,73,73,73,73,73,73,137,137,137,145,209,209,209,225,225,241,220,148,
199,199,234,241,249,217,209,145,145,137,73,73,73,73,73,73,73,73,137,137,145,145,145,209,209,225,225,241,156,246,
199,199,242,249,249,217,209,145,137,74,137,137,73,73,73,73,73,73,137,137,145,145,145,209,209,225,233,241,156,199,
199,199,228,241,225,209,209,145,74,74,137,137,73,73,73,65,73,73,137,137,137,145,145,209,209,225,241,241,156,199,
199,229,156,233,217,209,145,145,73,137,137,137,73,73,65,65,73,73,137,137,137,137,145,209,209,225,241,241,156,199,
199,221,234,233,217,209,145,145,145,145,137,137,73,65,65,65,65,73,137,137,137,137,145,209,209,225,241,219,156,199,
229,148,241,225,209,209,145,145,137,137,137,137,73,65,65,65,73,73,137,137,137,137,145,209,209,225,233,156,247,199,
220,234,241,225,209,209,145,145,137,137,137,137,73,73,65,65,73,73,137,137,145,145,209,209,209,225,233,156,199,199,
220,234,225,225,209,209,145,145,137,137,137,137,73,73,73,73,73,73,137,137,145,145,209,209,209,233,233,156,199,199,
221,220,225,225,209,209,209,145,137,137,137,137,73,73,73,73,73,73,73,73,145,145,209,209,209,233,233,156,199,199,
221,148,225,225,209,209,209,145,137,137,137,137,73,73,73,73,73,73,137,73,137,137,209,209,209,233,233,156,199,199,
220,234,225,225,209,209,209,145,145,145,137,137,73,73,73,73,73,73,137,137,145,145,209,209,209,233,233,156,199,199,
221,246,246,226,209,209,209,209,145,145,137,137,73,73,73,73,73,73,73,73,145,137,209,209,209,233,233,156,199,199,
220,234,254,226,209,209,209,209,145,145,137,137,73,73,73,73,73,73,73,73,145,145,209,209,209,233,220,148,199,199,
