

projetil: .word 20, 20
.byte 199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,223,215,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,230,223,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,207,237,215,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,215,229,207,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,215,230,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,230,229,222,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,215,229,221,237,222,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,229,228,163,236,222,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,229,160,152,162,222,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,222,163,152,162,161,214,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,222,152,162,163,152,222,199,199,199,199,199,199,199,
199,199,199,199,199,199,207,228,161,236,236,162,228,207,199,199,199,199,199,199,
199,199,199,199,199,199,214,160,163,245,245,236,160,214,199,199,199,199,199,199,
199,199,199,199,199,199,214,152,163,245,246,236,152,214,199,199,199,199,199,199,
199,199,199,199,199,199,207,155,152,163,236,162,155,207,199,199,199,199,199,199,
199,199,199,199,199,199,199,214,155,152,152,155,214,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,207,214,214,207,199,199,199,199,199,199,199,199,


