poder_loki: .word 20, 20
.byte 153,153,153,153,153,153,153,153,153,153,153,153,153,154,153,153,153,153,153,153,
153,154,153,153,161,153,153,154,161,160,152,162,154,153,153,161,153,153,154,154,
153,153,153,153,163,163,160,161,224,224,224,236,162,152,162,162,153,153,154,153,
153,153,153,160,163,235,160,224,235,235,234,232,224,160,234,162,160,153,153,153,
153,161,162,162,233,224,233,233,242,243,245,234,233,233,224,233,163,163,161,153,
153,153,162,234,224,243,242,242,244,253,252,253,243,242,243,224,235,163,153,153,
153,153,152,160,233,242,244,253,253,254,255,254,253,244,242,233,224,152,153,154,
153,154,162,224,233,243,253,254,254,255,255,254,254,253,242,233,224,160,154,153,
153,162,236,232,234,253,254,254,255,255,255,255,254,253,244,242,235,224,161,153,
153,152,224,234,245,252,255,255,255,255,255,255,255,254,253,243,236,224,160,153,
153,160,224,236,243,253,254,255,255,255,255,255,255,255,252,245,234,224,152,153,
153,153,224,235,242,244,253,254,255,255,255,255,254,254,253,234,232,236,162,153,
153,154,161,224,233,242,253,254,254,255,255,254,254,253,243,233,224,162,154,153,
153,153,152,160,233,242,244,253,254,255,254,253,253,244,242,233,160,152,154,153,
153,153,163,235,224,243,242,243,253,252,253,244,242,242,243,224,234,162,153,153,
153,161,163,163,233,224,233,233,234,245,243,242,233,233,224,233,162,162,161,153,
153,153,153,160,162,234,224,224,232,234,236,235,224,224,235,163,224,153,153,153,
153,153,153,153,162,162,152,162,236,224,224,224,160,152,163,163,153,153,153,153,
153,154,154,153,161,153,153,154,162,152,160,152,154,154,153,161,153,153,154,153,
153,154,153,153,153,153,154,153,153,153,153,153,154,153,153,153,153,153,153,153,


